Object Name, First Visit, Last Visit, Total # of Visits
module node 1, 0.00, 0.00, 0
module node 2, 0.00, 0.00, 0
module node 3, 0.00, 0.00, 0
module node 4, 0.00, 0.00, 0
module node 5, 0.00, 0.00, 0
module node 6, 0.00, 0.00, 0
module node 7, 0.00, 0.00, 0
module node 8, 0.00, 0.00, 0
module node 9, 0.00, 0.00, 0
module node 10, 0.00, 0.00, 0
module node 11, 0.00, 0.00, 0
module node 12, 0.00, 0.00, 0
module node 13, 0.00, 0.00, 0
module node 14, 0.00, 0.00, 0
module node 15, 0.00, 0.00, 0
module node 16, 0.00, 0.00, 0
module node 17, 0.00, 0.00, 0
module node 18, 0.00, 0.00, 0
module node 19, 0.00, 0.00, 0
module node 20, 0.00, 0.00, 0
module node 21, 0.00, 0.00, 0
module node 22, 10.02, 100.26, 14
module node 23, 10.88, 101.18, 14
module node 24, 11.74, 102.12, 14
module node 25, 0.00, 0.00, 0
module node 26, 0.00, 0.00, 0
module node 27, 0.00, 0.00, 0
module node 28, 0.00, 0.00, 0
module node 29, 0.00, 0.00, 0
module node 30, 0.00, 0.00, 0
module node 31, 0.00, 0.00, 0
module node 32, 5.22, 42.24, 9
module node 33, 4.36, 14.36, 6
module node 34, 3.50, 13.50, 6
module node 35, 0.00, 0.00, 0
module node 36, 0.00, 0.00, 0
module node 37, 0.00, 0.00, 0
module node 38, 0.00, 0.00, 0
module node 39, 0.00, 0.00, 0
module node 40, 0.00, 0.00, 0
module node 41, 0.00, 0.00, 0
module node 42, 0.00, 0.00, 0
module node 43, 0.00, 0.00, 0
module node 44, 0.00, 0.00, 0
module node 45, 0.00, 0.00, 0
module node 46, 0.00, 0.00, 0
module node 47, 0.00, 0.00, 0
module node 48, 0.00, 0.00, 0
module node 49, 0.00, 0.00, 0
module node 50, 0.00, 0.00, 0
module node 51, 0.00, 0.00, 0
module node 52, 0.00, 0.00, 0
module node 53, 0.00, 0.00, 0
module node 54, 0.00, 0.00, 0
module node 55, 0.00, 0.00, 0
module node 56, 0.00, 0.00, 0
module node 57, 0.00, 0.00, 0
module node 58, 0.00, 0.00, 0
module node 59, 0.00, 0.00, 0
module node 60, 0.00, 0.00, 0
module node 61, 0.00, 0.00, 0
module node 62, 0.00, 0.00, 0
module node 63, 0.00, 0.00, 0
module node 64, 5.44, 12.76, 4
module node 65, 0.00, 0.00, 0
module node 66, 0.00, 0.00, 0
module node 67, 0.00, 0.00, 0
module node 68, 0.00, 0.00, 0
module node 69, 0.00, 0.00, 0
module node 70, 0.00, 0.00, 0
module node 71, 0.00, 0.00, 0
module node 72, 0.00, 0.00, 0
module node 73, 0.00, 0.00, 0
module node 74, 0.00, 0.00, 0
module node 75, 0.00, 0.00, 0
module node 76, 0.00, 0.00, 0
module node 77, 0.00, 0.00, 0
module node 78, 0.00, 0.00, 0
module node 79, 0.00, 0.00, 0
module node 80, 0.00, 0.00, 0
module node 81, 0.00, 0.00, 0
module node 82, 0.00, 0.00, 0
module node 83, 0.00, 0.00, 0
module node 84, 0.00, 0.00, 0
module node 85, 0.00, 0.00, 0
module node 86, 0.00, 0.00, 0
module node 87, 0.00, 0.00, 0
module node 88, 0.00, 0.00, 0
module node 89, 0.00, 0.00, 0
module node 90, 0.00, 0.00, 0
module node 91, 0.00, 0.00, 0
module node 92, 0.00, 0.00, 0
module node 93, 0.00, 0.00, 0
module node 94, 0.00, 0.00, 0
module node 95, 0.00, 0.00, 0
module node 96, 0.00, 0.00, 0
module node 97, 0.00, 0.00, 0
module node 98, 0.00, 0.00, 0
module node 99, 5.42, 14.86, 3
module node 100, 0.00, 0.00, 0
module node 101, 0.00, 0.00, 0
module node 102, 0.00, 0.00, 0
module node 103, 0.00, 0.00, 0
module node 104, 0.00, 0.00, 0
module node 105, 0.00, 0.00, 0
module node 106, 0.00, 0.00, 0
module node 107, 0.00, 0.00, 0
module node 108, 0.00, 0.00, 0
module node 109, 0.00, 0.00, 0
module node 110, 0.00, 0.00, 0
room node 1, 0.00, 0.00, 1
room node 2, 0.00, 72.36, 11
room node 3, 0.00, 83.36, 4
room node 4, 0.00, 0.00, 1
room node 5, 0.00, 0.00, 1
room node 6, 0.00, 0.00, 1
room node 7, 0.00, 0.00, 1
room node 8, 0.00, 0.00, 1
room node 9, 0.00, 0.00, 1
room node 10, 0.00, 0.00, 1
room node 11, 0.00, 0.00, 1
room node 12, 0.00, 0.00, 1
room node 13, 0.00, 0.00, 1
room node 14, 0.00, 0.00, 1
room node 15, 0.00, 0.00, 1
room node 16, 0.00, 0.00, 1
room node 17, 0.00, 0.00, 1
room node 18, 0.00, 0.00, 1
room node 19, 0.00, 0.00, 1
room node 20, 0.00, 0.00, 1
room node 21, 0.00, 0.00, 1
room node 22, 0.00, 0.00, 1
room node 23, 0.00, 0.00, 1
room node 24, 0.00, 0.00, 1
room node 25, 0.00, 0.00, 1
room node 26, 0.00, 0.00, 1
room node 27, 0.00, 0.00, 1
room node 28, 0.00, 0.00, 1
room node 29, 0.00, 0.00, 1
room node 30, 0.00, 0.00, 1
room node 31, 0.00, 0.00, 1
room node 32, 0.00, 0.00, 1
room node 33, 0.00, 0.00, 1
room node 34, 0.00, 0.00, 1
room node 35, 0.00, 0.00, 1
room node 36, 0.00, 0.00, 1
room node 37, 0.00, 0.00, 1
room node 38, 0.00, 0.00, 1
room node 39, 0.00, 0.00, 1
room node 40, 0.00, 0.00, 1
room node 41, 0.00, 0.00, 1
room node 42, 0.00, 0.00, 1
room node 43, 0.00, 0.00, 1
room node 44, 0.00, 0.00, 1
door 1, 2.32, 9.78, 5
door 2, 4.12, 18.94, 6
door 3, 9.10, 96.14, 12
door 4, 2.20, 43.90, 17
door 5, 1.54, 1.54, 1
door 6, 2.32, 2.32, 1
door 7, 3.30, 3.30, 1
door 8, 2.32, 2.32, 1
door 9, 0.00, 0.00, 0
door 10, 0.00, 0.00, 0
door 11, 0.00, 0.00, 0
door 12, 4.64, 4.64, 1
door 13, 0.00, 0.00, 0
door 14, 1.12, 10.42, 3
door 15, 3.12, 3.66, 2
door 16, 3.68, 33.62, 7
door 17, 2.96, 31.94, 7
door 18, 9.44, 36.76, 6
door 19, 2.12, 32.80, 8
door 20, 2.12, 5.22, 5
door 21, 10.26, 37.58, 7
door 22, 7.70, 41.78, 8
door 23, 3.20, 50.12, 19
door 24, 7.52, 45.92, 16
door 25, 6.48, 42.56, 10
door 26, 2.98, 3.20, 2
door 27, 0.00, 0.00, 0
door 28, 3.58, 58.74, 21
door 29, 4.40, 57.64, 14
door 30, 4.00, 48.42, 8
door 31, 3.38, 14.22, 4
door 32, 6.82, 46.26, 10
door 33, 8.78, 63.30, 20
door 34, 0.00, 0.00, 0
door 35, 27.82, 63.74, 2
door 36, 2.72, 66.10, 15
door 37, 2.68, 68.18, 15
door 38, 2.44, 63.64, 15
door 39, 2.44, 71.72, 15
door 40, 2.44, 75.70, 16
door 41, 2.44, 74.30, 18
door 42, 2.44, 79.70, 22
door 43, 2.44, 80.90, 20
door 44, 2.44, 86.76, 21
door 45, 2.44, 85.40, 23
door 46, 2.68, 90.00, 25
door 47, 2.96, 92.60, 23
door 48, 0.00, 0.00, 0
door 49, 4.92, 12.18, 5
door 50, 4.18, 19.72, 5
door 51, 2.42, 35.82, 10
door 52, 3.68, 34.42, 7
door 53, 0.00, 0.00, 0
door 54, 0.00, 0.00, 0
door 55, 0.00, 0.00, 0
door 56, 0.00, 0.00, 0
door 57, 0.00, 0.00, 0
door 58, 0.00, 0.00, 0
door 59, 0.00, 0.00, 0
door 60, 0.00, 0.00, 0
door 61, 0.00, 0.00, 0
door 62, 0.00, 0.00, 0
door 63, 0.00, 0.00, 0
door 64, 0.00, 0.00, 0
door 65, 0.00, 0.00, 0
door 66, 0.00, 0.00, 0
door 67, 2.42, 10.74, 5
door 68, 2.42, 5.64, 3
door 69, 2.42, 2.42, 1
door 70, 2.42, 2.82, 2
door 71, 4.94, 13.74, 6
door 72, 0.00, 0.00, 0
door 73, 0.00, 0.00, 0
door 74, 0.00, 0.00, 0
door 75, 0.00, 0.00, 0
door 76, 0.00, 0.00, 0
door 77, 1.94, 9.32, 3
door 78, 4.30, 4.30, 1
door 79, 0.00, 0.00, 0
door 80, 1.90, 69.90, 24
door 81, 1.66, 64.54, 22
door 82, 1.66, 60.88, 29
door 83, 1.66, 82.58, 38
door 84, 1.66, 59.10, 40
door 85, 1.90, 67.40, 21
door 86, 1.66, 63.22, 25
door 87, 1.66, 76.84, 23
door 88, 1.66, 72.08, 31
door 89, 1.66, 87.94, 30
door 90, 1.90, 91.84, 34
door 91, 6.04, 14.06, 4
door 92, 1.68, 17.10, 5
door 93, 1.64, 1.64, 1
door 94, 1.64, 1.64, 1
door 95, 1.64, 7.16, 4
door 96, 1.64, 11.90, 5
door 97, 1.64, 37.48, 18
door 98, 1.70, 1.70, 1
door 99, 1.70, 1.70, 1
door 100, 1.72, 1.72, 1
door 101, 1.72, 1.72, 1
door 102, 1.72, 1.72, 1
door 103, 1.72, 1.72, 1
door 104, 1.88, 1.88, 1
door 105, 1.66, 1.66, 1
door 106, 1.88, 1.88, 1
door 107, 0.00, 0.00, 0
door 108, 1.90, 1.90, 1
door 109, 0.00, 0.00, 0
door 110, 1.90, 1.90, 1
exit 1, 2.90, 108.20, 27
exit 2, 5.70, 42.68, 10
exit 3, 5.92, 13.22, 4
exit 4, 5.88, 15.32, 3
